video_filepath,frame_number,feature,x,y,z,visibility
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,mouth_5,713,2403,-0.06930215656757355,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,mouth_6,719,2113,-0.05126442015171051,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,mouth_7,551,1961,-0.001735631376504898,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,mouth_8,723,1879,-0.05160561949014664,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,mouth_9,724,1776,-0.05964464694261551,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,mouth_10,732,1399,-0.0704161673784256,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,mouth_11,713,2703,-0.008633943274617195,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyes_left_0,484,1904,0.033797670155763626,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyes_left_1,574,2016,-0.00870478805154562,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyes_left_2,595,2031,-0.011929556727409363,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyes_left_3,623,2660,0.025792397558689117,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyes_left_4,484,2317,0.0584559366106987,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyes_left_5,658,3056,0.06134337931871414,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyes_left_6,594,2939,0.08186928182840347,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyes_left_7,565,2865,0.09402874112129211,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyes_left_8,728,1596,-0.06755116581916809,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyes_left_9,701,3084,0.0578402504324913,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyes_left_10,616,2026,-0.013193640857934952,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyes_left_11,635,2010,-0.01217434462159872,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyes_left_12,647,2000,-0.010391021147370338,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyes_right_0,864,2045,-0.014471937902271748,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyes_right_1,842,2044,-0.01704195700585842,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyes_right_2,791,2695,0.023755712434649467,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyes_right_3,952,2430,0.04936954751610756,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyes_right_4,745,3081,0.059962041676044464,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyes_right_5,814,2997,0.07811104506254196,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyes_right_6,847,2936,0.08906258642673492,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyes_right_7,823,2031,-0.01756894774734974,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyes_right_8,805,2014,-0.015976829454302788,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyes_right_9,794,2006,-0.013850477524101734,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyes_right_10,960,1923,0.004726476036012173,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyes_right_11,813,1951,-0.021572019904851913,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,eyes_right_12,835,1933,-0.024109652265906334,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,nose_0,711,2567,-0.06168819218873978,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,nose_1,711,2585,-0.025188731029629707,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,nose_2,696,2306,-0.05808078125119209,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,nose_3,711,2506,-0.06936711817979813,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,nose_4,713,2403,-0.06930215656757355,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,nose_5,719,2113,-0.05126442015171051,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,nose_6,551,1961,-0.001735631376504898,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,nose_7,723,1879,-0.05160561949014664,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,nose_8,724,1776,-0.05964464694261551,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,nose_9,732,1399,-0.0704161673784256,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,nose_10,713,2703,-0.008633943274617195,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,nose_11,721,1986,-0.04775610566139221,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,nose_12,561,2804,0.07510679215192795,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,nose_13,590,2886,0.0657099187374115,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,nose_14,657,3025,0.04393478482961655,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,nose_15,507,2625,0.12725815176963806,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,nose_16,646,1966,-0.0137831661850214,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,nose_17,680,2235,-0.04218994826078415,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,nose_18,701,3053,0.040877409279346466,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,nose_19,624,3006,0.06949741393327713,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,nose_20,472,2300,0.09821762144565582,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,nose_21,665,2689,0.009779044426977634,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,nose_22,661,2701,0.010465895757079124,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,nose_23,658,2714,0.008469740860164165,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,nose_24,655,2729,0.010463492013514042,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,nose_25,647,2790,0.021004507318139076,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,nose_26,631,2652,0.020400112494826317,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,nose_27,627,2646,0.020431021228432655,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,nose_28,624,2638,0.019791889935731888,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,12,nose_29,594,2599,0.019358372315764427,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyebrows_left_0,545,1674,-0.03294457495212555,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyebrows_left_1,513,1685,-0.02009512297809124,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyebrows_left_2,477,1441,0.016450561583042145,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyebrows_left_3,644,1784,-0.04483979567885399,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyebrows_left_4,613,1843,-0.018049323931336403,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyebrows_left_5,566,2610,0.0342492051422596,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyebrows_left_6,474,2443,0.1434943526983261,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyebrows_right_0,860,1789,-0.045121949166059494,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyebrows_right_1,894,1813,-0.03532284498214722,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyebrows_right_2,951,1549,-0.0022089264821261168,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyebrows_right_3,750,1842,-0.048982735723257065,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyebrows_right_4,788,1884,-0.025351328775286674,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyebrows_right_5,808,2665,0.024880042299628258,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyebrows_right_6,936,2558,0.1251753270626068,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyebrows_right_7,741,2496,-0.027678921818733215,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyebrows_right_8,723,2521,-0.024746056646108627,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,chin_0,676,3063,0.05553671345114708,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,chin_1,590,1993,-0.009608943946659565,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,chin_2,610,1979,-0.00889589637517929,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,chin_3,622,1970,-0.0072710406966507435,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,chin_4,470,1775,0.021170055493712425,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,chin_5,608,1898,-0.014304084703326225,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,chin_6,587,1868,-0.015666792169213295,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,chin_7,565,1858,-0.014017854817211628,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,cheeks_left_0,534,2373,0.0072706714272499084,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,cheeks_left_1,567,2464,0.007669410668313503,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,cheeks_left_2,515,2451,0.024426650255918503,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,cheeks_left_3,637,2945,0.032198235392570496,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,cheeks_right_0,848,2449,-0.003935234155505896,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,cheeks_right_1,810,2522,-0.0006961286999285221,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,cheeks_right_2,867,2537,0.011541895568370819,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,cheeks_right_3,717,2969,0.028506390750408173,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,mouth_0,713,2686,-0.013959596864879131,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,mouth_1,681,2535,-0.06183137744665146,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,mouth_2,683,2557,-0.02577836625277996,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,mouth_3,669,2281,-0.05679843947291374,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,mouth_4,682,2474,-0.06923884898424149,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,mouth_5,684,2374,-0.06880667060613632,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,mouth_6,693,2092,-0.04965183138847351,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,mouth_7,526,1935,0.003236998338252306,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,mouth_8,698,1853,-0.049259014427661896,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,mouth_9,700,1749,-0.056858908385038376,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,mouth_10,709,1374,-0.06624319404363632,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,mouth_11,711,2699,-0.01045400369912386,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyes_left_0,462,1895,0.04031253606081009,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyes_left_1,548,1984,-0.004338561091572046,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyes_left_2,569,1997,-0.007969807833433151,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyes_left_3,617,2678,0.02587031200528145,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyes_left_4,463,2301,0.062580406665802,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyes_left_5,635,3034,0.06000572070479393,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyes_left_6,574,2915,0.08188153058290482,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyes_left_7,546,2841,0.09450963139533997,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyes_left_8,704,1571,-0.0641331821680069,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyes_left_9,676,3063,0.05553671345114708,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyes_left_10,590,1993,-0.009608943946659565,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyes_left_11,610,1979,-0.00889589637517929,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyes_left_12,622,1970,-0.0072710406966507435,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyes_right_0,845,2024,-0.01663018763065338,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyes_right_1,823,2023,-0.01885140873491764,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyes_right_2,765,2707,0.01948966085910797,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyes_right_3,935,2418,0.04325457289814949,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyes_right_4,720,3062,0.0566009096801281,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyes_right_5,792,2979,0.0730048343539238,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyes_right_6,828,2920,0.0831591859459877,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyes_right_7,803,2011,-0.01891986094415188,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyes_right_8,785,1994,-0.016923731192946434,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyes_right_9,773,1986,-0.014500799588859081,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyes_right_10,943,1906,0.0015878153499215841,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyes_right_11,792,1931,-0.022433800622820854,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,eyes_right_12,814,1914,-0.025214891880750656,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,nose_0,681,2535,-0.06183137744665146,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,nose_1,683,2557,-0.02577836625277996,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,nose_2,669,2281,-0.05679843947291374,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,nose_3,682,2474,-0.06923884898424149,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,nose_4,684,2374,-0.06880667060613632,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,nose_5,693,2092,-0.04965183138847351,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,nose_6,526,1935,0.003236998338252306,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,nose_7,698,1853,-0.049259014427661896,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,nose_8,700,1749,-0.056858908385038376,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,nose_9,709,1374,-0.06624319404363632,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,nose_10,711,2699,-0.01045400369912386,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,nose_11,696,1963,-0.04582363739609718,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,nose_12,541,2781,0.07587584853172302,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,nose_13,569,2861,0.06586063653230667,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,nose_14,634,3002,0.042670849710702896,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,nose_15,491,2606,0.1294136941432953,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,nose_16,622,1938,-0.010550696402788162,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,nose_17,655,2213,-0.04049145430326462,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,nose_18,676,3031,0.03861932083964348,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,nose_19,602,2982,0.0689658373594284,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,nose_20,453,2284,0.10277611762285233,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,nose_21,661,2695,0.00953622069209814,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,nose_22,657,2705,0.010246501304209232,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,nose_23,653,2718,0.008287678472697735,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,nose_24,648,2731,0.010307339020073414,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,nose_25,624,2772,0.02093098685145378,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,nose_26,627,2668,0.02031119354069233,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,nose_27,623,2662,0.020551292225718498,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,nose_28,620,2656,0.020094603300094604,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,18,nose_29,572,2577,0.020250478759407997,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyebrows_left_0,521,1625,-0.029194578528404236,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyebrows_left_1,492,1630,-0.014410673640668392,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyebrows_left_2,459,1389,0.024391448125243187,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyebrows_left_3,609,1751,-0.04592028260231018,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyebrows_left_4,580,1818,-0.01513444259762764,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyebrows_left_5,528,2578,0.04507547616958618,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyebrows_left_6,461,2397,0.15935532748699188,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyebrows_right_0,817,1769,-0.05745958164334297,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyebrows_right_1,853,1796,-0.04983902722597122,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyebrows_right_2,926,1505,-0.021399350836873055,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyebrows_right_3,711,1810,-0.05545918270945549,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyebrows_right_4,753,1855,-0.032374121248722076,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyebrows_right_5,776,2651,0.02163407951593399,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyebrows_right_6,917,2548,0.11344478279352188,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyebrows_right_7,699,2465,-0.03031451627612114,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyebrows_right_8,680,2489,-0.026172034442424774,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,chin_0,635,3054,0.06137004494667053,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,chin_1,556,1973,-0.004969751928001642,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,chin_2,573,1959,-0.005267938133329153,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,chin_3,585,1949,-0.0043396237306296825,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,chin_4,448,1731,0.03094535879790783,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,chin_5,575,1876,-0.010611024685204029,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,chin_6,557,1847,-0.011195793747901917,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,chin_7,539,1836,-0.008527637459337711,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,cheeks_left_0,498,2328,0.015809889882802963,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,cheeks_left_1,528,2424,0.015340689569711685,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,cheeks_left_2,481,2407,0.035278718918561935,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,cheeks_left_3,596,2929,0.03879436105489731,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,cheeks_right_0,811,2424,-0.011361144483089447,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,cheeks_right_1,774,2497,-0.005731204990297556,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,cheeks_right_2,832,2517,0.0041724019683897495,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,cheeks_right_3,677,2964,0.030400682240724564,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,mouth_0,660,2650,-0.012035482563078403,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,mouth_1,630,2496,-0.06226298585534096,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,mouth_2,638,2523,-0.02549806982278824,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,mouth_3,621,2235,-0.05711936578154564,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,mouth_4,630,2434,-0.06999117136001587,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,mouth_5,634,2332,-0.07005830109119415,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,mouth_6,649,2044,-0.05255022644996643,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,mouth_7,500,1906,0.010822543874382973,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,mouth_8,657,1812,-0.053070373833179474,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,mouth_9,659,1710,-0.061194825917482376,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,mouth_10,671,1328,-0.07278166711330414,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,mouth_11,658,2661,-0.008215549401938915,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyes_left_0,438,1855,0.051260411739349365,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyes_left_1,519,1957,0.0023324040230363607,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyes_left_2,537,1974,-0.0021983867045491934,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyes_left_3,564,2627,0.03538781777024269,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyes_left_4,437,2250,0.07626264542341232,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyes_left_5,594,3017,0.06855695694684982,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyes_left_6,540,2889,0.09389722347259521,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyes_left_7,517,2811,0.1078467071056366,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyes_left_8,664,1523,-0.06916628777980804,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyes_left_9,635,3054,0.06137004494667053,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyes_left_10,556,1973,-0.004969751928001642,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyes_left_11,573,1959,-0.005267938133329153,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyes_left_12,585,1949,-0.0043396237306296825,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyes_right_0,806,2021,-0.026692179962992668,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyes_right_1,784,2016,-0.027880849316716194,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyes_right_2,737,2664,0.018734972923994064,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyes_right_3,908,2398,0.030959388241171837,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyes_right_4,681,3059,0.05961638689041138,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyes_right_5,759,2984,0.07147137075662613,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyes_right_6,797,2925,0.07950317859649658,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyes_right_7,765,1998,-0.026885993778705597,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyes_right_8,748,1974,-0.024063820019364357,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyes_right_9,737,1963,-0.02120177261531353,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyes_right_10,914,1885,-0.014590203762054443,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyes_right_11,757,1902,-0.02978241816163063,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,eyes_right_12,779,1883,-0.033638160675764084,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,nose_0,630,2496,-0.06226298585534096,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,nose_1,638,2523,-0.02549806982278824,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,nose_2,621,2235,-0.05711936578154564,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,nose_3,630,2434,-0.06999117136001587,0.0
/Users/julie_chung/Desktop/coexpression/IMG_9054.MOV,24,nose_4,634,2332,-0.07005830109119415,0.0
